,Name,Sector,City,Address,Phone,Email,Lat-Long
3694,PDEA Law College,College,Pune,"Sr.No.215/2, 277/2, Soli A Poonawala Road, near AM College Road, Subhash Nagar, Hadapsar, Pune, Maharashtra 411028",,,"18.5041026,73.9505518"
3695,International Institute of Culinary Arts and Career Management,College,Pune,"1st Floor, G Mall, Mundhwa - Manjari Rd, near Zed Corner, Manjari Budruk, Pune, Maharashtra 412307",,,"18.5251937,73.953669"
3696,Indian School of Technology and Management,College,,,,,
3697,ISB&M College of Commerce,College,Pune,"S.No 44/1, 44/1/2 , Nande, Tal.Mulshi Poud Rd, Pune, Maharashtra 412115",,,"18.5434977,73.7307602"
3698,"Grant Medical Foundation, Ruby Hall Clinics Tehmi Grant Institute of Nursing",College, +1 ,,,,
3699,MET Asian Management Development Centre,College,Mumbai,"Bhujbal Knowledge City, Reclamation, Bandra West, Mumbai, Maharashtra 400050",,,"19.0520538,72.8270217"
3700,"NIEM- The Institute of Event Management, Mumbai",College,Mumbai,"All India Institute of Local-Self Government, C.D. Barfiwalla, lane, Andheri West, Mumbai, Maharashtra 400058",,,"19.1157696,72.8377977"
3701,"Progressive Education Society's  Modern College Of Arts, Science & Commerce",College,,,,,
3702,Shri Shivaji Maratha Society’s Institute of Management & Research,College,Pune,"Sr. No. 74/1 A, 74/1 B, Parvati, near Shinde High School, Aranyeshwar, Pune, Maharashtra 411009",,,"18.485552,73.8462"
3703,Jayawantrao Sawant College of Education,College,Pune,,,,
3704,National Institute of Photography,College,Pune,,,,
3705,Vidhyanidhi Education Society,College,Mumbai,"4R7H+FH9, Vidyanidhi Marg, Sainath Nagar, JVPD Scheme, Juhu, Mumbai, Maharashtra 400049",,,"19.113665,72.8264131"
3706,Malini Kishor Sanghvi College of Commerce and Economics,College,Mumbai,"Jitendra Mafatlal Mehta Education Complex, Nirmala Devi Arun Kumar Ahuja Rd, Marg, JVPD Scheme, Vile Parle West, Mumbai, Maharashtra 400049",,,"19.1171547,72.8235771"
3707,"College of Military Engineering, Pune",College,Mumbai,"HRMP+JW7, Old Mumbai - Pune Hwy, Dapodi, Pimpri-Chinchwad, Maharashtra 411031",,,"18.5840315,73.8347343"
3708,St. Andrews College of Nursing,College,Pune,"283, Dinkarrav Javalkar Rd, Sathe Colony, Shukrawar Peth, Pune, Maharashtra 411002",,,"18.506868,73.8523231"
3709,"BVDU Dental College And Hospital, Navi Mumbai",College,Mumbai,"23H3+6RQ, Sector 7, CBD Belapur, Navi Mumbai, Maharashtra 400614",,,"19.0280967,73.0520477"
3710,Suryadatta International Institute of Cyber Security,College,Pune,"Survey No, 342, Patil Nagar, Bavdhan, Pune, Maharashtra 411021",,,"18.520411,73.7706325"
3711,SMEF’S BRICK Group of Institutes,College,Pune,"Survey No. 50 / 3, Jagdamba Bhawan Marg, Undri, Pune, Maharashtra 411060",,,"18.4374446,73.9072651"
3712,Sinhgad College of Architecture,College,Pune,"Survey No 44/1, Sinhgad Road, Vadgaon Budruk, Pune, Maharashtra 411041",,,"18.466436,73.8333831"
3713,"VVES's Vikas College of Arts, Science & Commerce",College,Mumbai,"Vikas College Rd, Kannamwar Nagar II, Vikhroli, Mumbai, Maharashtra 400083",,,"19.1186543,72.9363633"
3714,Reliance Education : VFX and Animation Academy,College, +5 ,,,,
3715,Lexicon Institute of Hotel Management,College,Pune,"GAT NO 726, Lexicon IHM, Nagar Rd, Wagholi, Pune, Maharashtra 412207",,,"18.5876066,73.9943736"
3716,Proactive - D Y Patil,College,3.0,,,,
3717,Ramniranjan Jhunjhunwala College,College,Mumbai,"Station Road Opposite Ghatkopar Railway Station, Ghatkopar West, Mumbai, Maharashtra 400086",,,"19.0869625,72.9068214"
3718,Jaslok College of Nursing,College,Mumbai,"Jaslok Hospital and research Centre 15, Dr. G Deshmukh Marg, Pedder Rd, Mumbai, Maharashtra 400026",,,"18.9710133,72.8077627"
3719,Rizvi College of Hotel Management,College,Mumbai,"3R8G+M85, New Rizvi Educational Complex, Off Carter Road, Bandra (W), Mumbai, Maharashtra 400050",,,"19.066645,72.8232888"
3720,NCRD’s Sterling Institute of Management Studies,College,,,,,
3721,Seamedu - Ajeenkya D Y Patil University,College,Pune,"SVG Classic, 15/1A, Baner - Balewadi Rd, next to COMFORT ZONE SOCIETY, Baner, Pune, Maharashtra 411045",,,"18.5699883,73.7789417"
3722,Bharati Vidyapeeth’s College of Architecture -Navi Mumbai,College,Mumbai,"Rly. Station, Sec. No. 7, opp. Kharghar, Belpada, Navi Mumbai, Maharashtra 400614",,,"19.0273647,73.0524815"
3723,Vijaybhoomi University,College,3.6,"Village Jamrung, Post Ambivali, Taluka Karjat, Dist Raigad, Maharashtra 410201",,,"19.0206364,73.5199174"
3724,K.J. Somaiya Institute of Engineering and Information Technology,College,Mumbai,"Somaiya Ayurvihar Complex Eastern Express Highway Near Everard Nagar, Sion East, Mumbai, Maharashtra 400022",,,"19.046058,72.868506"
3725,Dr. D.Y. Patil Institute of Pharmacy,College,Mumbai,,,,
3726,TSAP - Thakur School of Architecture and Planning,College,Mumbai,"TSAP, B-Block, Thakur Educational Campus, Shyamnarayn, Shyamnarayan Thakur Rd, Thakur Village, Kandivali East, Mumbai, Maharashtra 400101",,,"19.2065782,72.8719509"
3727,Spicer Adventist University,College,Pune,"Aundh Rd, Aundh, Pune, Maharashtra 411067",,,"18.5645778,73.8156807"
3728,"Indian Institute of Finance and Accounts, Pune",College,Pune,"amrapali, Co-op Housing Society, Chintamani Nagar, Bibwewadi, Pune, Maharashtra 411037",,,"18.4656205,73.8618594"
3729,SRIHM - Sheila Raheja Institute of Hotel Management,College,Mumbai,"Raheja Education Complex, opp. Colgate Ground, Kherwadi, Bandra East, Mumbai, Maharashtra 400051",,,"19.0590906,72.8417935"
3730,Samarth Institute of Pharmacy,College,3.3,,,,
3731,"Sterling College of Arts, Commerce and Science",College,Mumbai,"Plot No.-43, D.G.Walse, SG Patil Marg, Nerul East, Sector 19, Navi Mumbai, Maharashtra 400706",,,"19.0243202,73.0209216"
3732,Dr. M.I. Jamkhanawala Tibbia Unani Medical College and A.R.K. Hospital,College,Mumbai,"No. 60, Yari Rd, Jeet Nagar, Versova, Andheri West, Mumbai, Maharashtra 400061",,,"19.1358633,72.8093339"
3733,KES Shroff College of Arts and Commerce,College,Mumbai,"5RXR+RVP, Bhulabhai Desai Rd, Kandivali, Bhagat Colony, Kandivali West, Mumbai, Maharashtra 400067",,,"19.2021482,72.8440798"
3734,"IIMT Studies- International Institute of Management and Technical Studies, Thane",College,Mumbai,"Office No. 2099, Level 1 & 2, Inspire Hub, Western Heights JP Road, opp. to Gurudwara, Four Bungalows, Andheri West, Mumbai, Maharashtra 400053",,,"19.1247347,72.8238629"
3735,Bhagubai Changu Thakur College of Law,College,Mumbai,"Sector 11, Khanda Colony, Panvel, Navi Mumbai, Maharashtra 410206",,,"19.0023213,73.1092859"
3736,"Rajmata Jijau Shikshan Prasarak Mandal's Arts, Commerce and Science College",College,3.8,,,,
3737,Jagannath Rathi Vocational Guidance and Training Institute,College,Pune,"Fergusson College Campus, BMCC Rd, near IMDR, Pune, Maharashtra 411004",,,"18.5208446,73.8357351"
3738,"College of Nursing, P.D. Hinduja National Hospital and Medical Research Centre",College,Mumbai,,,,
3739,Academy of Fine Arts and Crafts,College,Pvt,,,,
3740,Nirmala Memorial Foundation Degree College of Commerce and Science,College,Mumbai,"90 Feet Rd, Kandivali, Thakur Complex, Kandivali East, Mumbai, Maharashtra 400101",,,"19.2139215,72.8627031"
3741,"Thakur Institute of Management Studies,Career Development and Research",College,Mumbai,"Gate No 4, Thakur Educational Campus, Thakur MCA, Shyamnarayan Thakur Rd, Thakur Village, Kandivali East, Mumbai, Maharashtra 400101",,,"19.2059635,72.8712229"
3742,Vidyalankar Institute of International Education,College,Mumbai,"2VCC+8VR, Vidyalankar Educational Complex , Wadala (E, Vidyalankar College Rd, near Dosti Acres, Sangam Nagar, Mumbai, Maharashtra 400037",,,"19.0216579,72.8683107"
3743,Suburban College of Paramedical Education,College,5.0,,,,
3744,MKSS’s Smt. Hiraben Nanavati Institute of Management and Research for Women,College,Pune,"Shahu Colony Lane Number 2, Cummins Engineering College Campus, Karve Nagar, Pune, Maharashtra 411052",,,"18.4860399,73.8135338"
3745,"MIT School of Vedic Sciences, MIT-ADT University",College,Mumbai,"MIT SVS, MIT ADT UNIVERSITY, Loni Kalbhor, Maharashtra 412201",,,"18.4935344,74.0223474"
3746,"NIEM- The Institute of Event Management, Pune",College,Pune,"Main Gate, 202, Mosaik Building, Fergusson College Rd, above Starbucks, opp. FERGUSSON COLLEGE, Shivajinagar, Pune, Maharashtra 411004",,,"18.5225161,73.8386426"
3747,INIFD Borivali,College,Mumbai,"outside platform number 1, Gokul Shopping Centre, 4th Floor, Borivali West, Mumbai, Maharashtra 400092",,,"19.2239241,72.852435"
3748,Netaji Subhash Institute,College,,,,,
3749,Suryadatta College of Management Information Research and Technology,College,Pune,"342, Pashan Rd, Patil Nagar, Bavdhan, Pune, Maharashtra 411021",,,"18.520494,73.7705856"
3750,KJ's Educational Institute,College,Pune,"CWF2+JQF Saswad - Bopdev - Pune Road, Chowk, near Khadimachine, Kondhwa Annexe, Pune, Maharashtra 411048",,,"18.4240603,73.8993414"
3751,"Istituto Marangoni, Mumbai",College,Mumbai,"Ceejay House, F Block, Shivsagar Estate, Dr Annie Besant Rd, Worli, Mumbai, Maharashtra 400018",,,"18.9905278,72.8109332"
3752,Chembur Sarvankash Shikshan shastra Mahavidyalya,College,Mumbai,"Chembur High school Bldg, 1st Floor R.C.Marg, Near Municipal Market, Chembur, Mumbai, Maharashtra 400071",,,"19.0553686,72.8939505"
3753,"Social Sciences Centre (M.S.W.), Bharati Vidyapeeth",College,3.7,,,,
3754,"Shri Bhausaheb Vartak Arts, Commerce and Science College",College,Mumbai,"8-A, Adinath Marg, Mhada Colony, Borivali West, Mumbai, Maharashtra 400091",,,"19.2324099,72.83444"
3755,Indian Institute of Packaging,College,3.3,,,,
3756,"Rustomjee Academy for Global Careers, Dahisar",College,Mumbai,"Rustomjee Acres, Rustom Irani Marg, Dahisar West, Mumbai, Maharashtra 400068",,,"19.2412855,72.8556818"
3757,Maharashtra State Skills University,College,Mumbai,"1st Floor, Elphistone Technical High School Metro Chowk, Nagarpalika Marg, Dhobi Talao, Chhatrapati Shivaji Terminus Area, Fort, Mumbai, Maharashtra 400001",,,"18.9436435,72.8272819"
3758,"College of Ayurved and Research Centre, Pune",College,Pune,"Sector No. 27, Pradhikaran, Nigdi, Pimpri-Chinchwad, Maharashtra 411044",,,"18.6613411,73.7659917"
3759,Kasturi Shikshan Sanstha's College of Pharmacy,College,Pune,"P42P+8F6, Pratima Nagar Pabal Chowk, Pune-Nagar Road, Shikrapur, Shirur, Pune, Maharashtra 412208",,,"18.7007907,74.1335759"
3760,"ILAM - Ajeenkya DY Patil University, Pune",College,Pune,"JW96+R87, Ajeenkya D Y Patil University, DC Design Building, DY Patil Knowledge City Charoli, Bk Via, Lohegaon, Maharashtra 412105",,,"18.6195495,73.9082258"
3761,Trinity Institute of Management and Research,College,3.9,,,,
3762,Manav Rachna Centre for Distance and Online Education,College,4.0,"Manav Rachna Campus Rd, Gadakhor Basti Village, Sector 43, Faridabad, Haryana 121004",,,"28.4503781,77.2811725"
3763,"Arena Animation, FC Road",College,Pune,"Main Gate, 120/E Dinkar Vertex, Fergusson College Rd, next to Starbucks, above Art Station, Pune, Maharashtra 411005",,,"18.522906,73.8385523"
3764,Imarticus Learning,College,Mumbai,,,,
3765,SNBP Law College,College,Pune,"Nagar, Sant Dnyaneshwar Path, MHADA Colony, Morewadi, Pimpri Colony, Pune, Pimpri-Chinchwad, Maharashtra 411018",,,"18.6305831,73.8036387"
3766,Chembur Karnataka College of Law,College,Mumbai,"Vidyasagar, Ghatla, Mumbai, Maharashtra 400071",,,"19.0563759,72.9043096"
3767,"IIMT Studies- International Institute of Management and Technical Studies, Mumbai",College,Mumbai,"Office No. 2099, Level 1 & 2, Inspire Hub, Western Heights JP Road, opp. to Gurudwara, Four Bungalows, Andheri West, Mumbai, Maharashtra 400053",,,"19.1247347,72.8238629"
3768,Miles Education,College,Mumbai,,,,
3769,"College of Nursing, Gokuldas Tejpal Hospital",College,Mumbai,"3, Mahapalika Marg, Dhobi Talao, Chhatrapati Shivaji Terminus Area, Fort, Mumbai, Maharashtra 400001",,,"18.9444976,72.8288392"
3770,Anjuman-i-Islam's Dr.Mohammad Ishaque Jamkhanawala Tibbia Unani Medical College,College,Mumbai,"No. 60, Yari Rd, Jeet Nagar, Versova, Andheri West, Mumbai, Maharashtra 400061",,,"19.1358633,72.8093339"
3771,Ajeenkya DY Patil University-School of Law,College,Pune,"JWF6+4FM, Charholi Budruk, Pune, Maharashtra 412105",,,"18.6228125,73.9086126"
3772,Prahladrai Dalmia Lions College of Commerce and Economics,College,5.0,,,,
3773,Jayawantrao Sawant Polytechnic,College,Pune,"58, Handewadi Rd, Indrayani Nagar, Hadapsar, Pune, Maharashtra 411028",,,"18.4723155,73.9340894"
3774,"Ecole Intuit Lab, Mumbai",College,Mumbai,"4th Floor, DGP House, Old Prabhadevi Rd, 88C, Prabhadevi, Mumbai, Maharashtra 400025",,,"19.01507,72.8226102"
3775,Navinchandra Mehta Institute of Technology and Development,College,Mumbai,"2RCJ+GHH, DES Mumbai Campus, Kirti Off-, College St, Chandrakant, Dhuru Wadi, Dadar West, Dadar, Mumbai, Maharashtra 400028",,,"19.0213097,72.8289121"
3776,MMM's Institute of Management Education Research and Training,College,Pune,"Sr.No. 18, Plot No. 5/3, CTS No.205, Vadar Vasti Rd, behind Vandevi Temple, Hingane Home Colony, Karve Nagar, Pune, Maharashtra 411052",,,"18.4909214,73.8070432"
3777,Z V M Unani Medical College and Hospital,College,Pune,"K B Hidayatullah Road, New Modikhana Azam Campus, 2390, Shankar Sheth Rd, Pune, Maharashtra 411001",,,"18.5028794,73.8728291"
3778,"L.S. Raheja School of Art, Worli",College,Mumbai,"7th Floor, Raheja Education Complex, Rd Number 2, opp. Colgate Ground, Kherwadi, Bandra East, Mumbai, Maharashtra 400051",,,"19.0592043,72.841684"
3779,"EduPristine, Mumbai",College,Mumbai,"702, Raaj Chambers, 7th Floor Old Nagardas Road, near Andheri Subway, Andheri East, Mumbai, Maharashtra 400069",,,"19.124441,72.8471371"
3780,Smt. Kamlaben Gambhirchand Shah Law School,College,Mumbai,"Smt. Parmeshwari Devi Gordhandas Garodia Educational Complex, 338, Rafi Ahmed Kidwai Rd, Matunga East, Mumbai, Maharashtra 400019",,,"19.0286304,72.8571775"
3781,Gurukul College of Commerce,College,Mumbai,"3WJ4+GR5, Tilak Rd, Pant Nagar, Ghatkopar East, Mumbai, Maharashtra 400077",,,"19.081258,72.9045345"
3782,Indian Aviation Academy,College,Mumbai,"Laxmi Plaza, SAB TV Rd, Laxmi Industrial Estate, Suresh Nagar, Andheri West, Mumbai, Maharashtra 400102",,,"19.1361641,72.8282048"
3783,Design Skills Academy,College,Pune,"Office No 3, 4th Floor, Atur Chambers, Moledina Rd, opp. SGS Mall, above Bank of Baroda, Camp, Pune, Maharashtra 411001",,,"18.518886,73.8747031"
3784,Thakur Institute of Aviation,College,Pune,,,,
3785,Pune Vidyarthi Griha's College of Science,College,Mumbai,"Br, CTS - 218, Barrister Nath Pai Nagar, Ghatkopar (E, Mumbai, Maharashtra 400077",,,"19.072139,72.9040162"
3786,Indutai College of Physiotherapy Pune,College,Pune,"FVV8+G4M, Gultekdi Rd, Mukund Nagar, Pune, Maharashtra 411037",,,"18.4938394,73.8627322"
3787,"RICS School of Built Environment, Amity University, Mumbai",College,Mumbai,"303, Third Floor, Amity University, Mumbai - Pune Expressway Bhatan, Post – Somathne, Panvel, Mumbai, Maharashtra 410206",,,"18.932105,73.1600125"
3788,"P.A. Inamdar College of Visual Effects, Design and Arts",College,Pune,"Ground floor, Hotel Management Building Azam Campus, Camp, Pune, Maharashtra 411001",,,"18.5047025,73.8725679"
3789,Atharva College of Hotel Management and Catering Technology,College,Mumbai,"Malad - Marve Rd, Malad, Charkop Naka, Asmita Jyoti Housing Society, Malad West, Mumbai, Maharashtra 400095",,,"19.1979248,72.8239033"
3790,UPES Online,College,Mumbai,"Sankara Nagar, Marol, Andheri East, Mumbai, Maharashtra 400059",,,"19.1173012,72.8814646"
3791,Thakur Ramnarayan College of Arts and Commerce,College,Mumbai,"Thakur Ramnarayan Educational Campus, Swami Vivekananda Marg, Anand Nagar, Dahisar East, Mumbai, Maharashtra 400068",,,"19.254716,72.8640993"
3792,Dr. D.Y. Patil Institute of Hotel Management and Catering Technology,College,Pvt,"Dr. D. Y. Patil Institute of Hotel Management & Catering Technology, Tathawade, Pimpri-Chinchwad, Maharashtra 411033",,,"18.6152629,73.7468787"
3793,St. George Hospital,College,Mumbai,"P D'Mello Rd, opposite GPO, beside CST station, Chhatrapati Shivaji Terminus Area, Fort, Mumbai, Maharashtra 400001",,,"18.9406526,72.8353525"
3794,"Western Business School, Pune",College,Pune,"Western Business School Pune, Talegaon-Chakan Rd, Sudumbre, Maharashtra 412109",,,"18.7580926,73.7530885"
3795,St. Teresas Institute Of Education,College,Mumbai,"3RGQ+J6R, S. V Road, Santacruz West, Mumbai, Maharashtra 400054",,,"19.0766185,72.8354559"
3796,St. Pauls Institute of Communication Education,College,Mumbai,"St Paul Media Complex, ST. PAUL'S INSTITUTE OF COMMUNICATION EDUCATION, Rd Number 24, TPS III, Bandra West, Mumbai, Maharashtra 400050",,,"19.0610429,72.829703"
3797,"All India Shri Shivaji Memorial Society's, College of Hotel Management and Catering Technology",College,Pune,"55-56, Nyaymurti Ranade Path, near Chhatrapati Shivaji Maharaj Statue, Shivajinagar, Pune, Maharashtra 411005",,,"18.527158,73.8516062"
3798,Maharshi Dayanand College of Arts Science and Commerce,College,Mumbai,"25, Dr SS Rao Marg, Ganesh Gully, Parel, Mumbai, Maharashtra 400012",,,"18.9985341,72.8384006"
3799,"ISAS International Beauty School, Mumbai",College,Mumbai,"G-184 / G-185, Haware Fantasia, near Vashi Railway Station, Sector 30A, Vashi, Navi Mumbai, Maharashtra 400705",,,"19.0654015,72.9996827"
3800,Holy Family Institute of Nursing Education,College,Mumbai,"Premier Road, Amar Nagar, Nav Pada, Kurla, Mumbai, Maharashtra 400070",,,"19.082212,72.8852519"
3801,Indian School of Media,College,Mumbai,"St. Xavier's College, Opp. S.L. Raheja Hospital, Mahim Causeway, Raheja Hospital Marg, Mahim West, Mahim, Mumbai, Maharashtra 400016",,,"19.044715,72.8385181"
3802,HK College of Pharmacy,College,Mumbai,"HK Campus, Relief Road, Oshiwara, Jogeshwari West, Pratiksha nagar, Mumbai, Maharashtra 400102",,,"19.1497087,72.8359162"
3803,"Sinhgad Institutes, Pune - Sinhgad Management Institutes (MCA)",College,Pune,,,,
3804,MET Institute of International Studies,College,Mumbai,"Bhujbal Knowledge City, Reclamation, Bandra West, Mumbai, Maharashtra 400050",,,"19.051998,72.8270194"
3805,Dattakala Institute,College,Mumbai,,,,
3806,"JD Institute of Fashion Technology, Vile Parle West",College,Mumbai,"JD, 19, Hemu Arcade, Below Indian Bank, Opp. Railway Station (West, Vile Parle West, Mumbai, Maharashtra 400056",,,"19.09985,72.8409187"
3807,Valia College of Arts and Commerce,College,Mumbai,"Cluster_mumbai Suburban_688 T6x Prociltower, Cosmopolitian Education Society Road Andheri(W, K-1, Wing B, New LIC Colony, D.N.Nagar, Andheri West, Mumbai, Maharashtra 400053",,,"19.1251219,72.8272453"
3808,Maharshi Karve Stree Shikshan Samstha's School of Fashion Technology,College,,,,,
3809,Maratha Mandir’s Babasaheb Gawde Institute of Management Studies,College,Mumbai,"Maratha Mandir Annexe, M M Marg, Mumbai Central, Mumbai, Maharashtra 400008",,,"18.9705237,72.8191551"
3810,"Parsons School of Design, Online Executive Programs (Talentedge)",College,Pune,,,,
3811,School of Broadcasting and Communication,College,Mumbai,"Prathamesh Residency, Andhakshi Building, 37, Gilbert Hill Rd, behind ANHERI RECREATION CLUB, near Bhavans College, Andheri West, Mumbai, Maharashtra 400058",,,"19.1234333,72.8360637"
3812,Anjuman-I-Islam's Allana Institute of Management Studies,College,Mumbai,"92, Dr Dadabhai Naoroji Rd, Dhobi Talao, Chhatrapati Shivaji Terminus Area, Fort, Mumbai, Maharashtra 400001",,,"18.942657,72.8314376"
3813,YES Education,College, +2 ,,,,
3814,Vivek College of Commerce,College,Mumbai,"5R6V+3J7, Vivek College Rd, Siddharth Nagar 4, Siddharth Nagar, Goregaon West, Mumbai, Maharashtra 400062",,,"19.1601608,72.8414705"
3815,ASVMs Bhimashankar Ayurved College,College,Mumbai,,,,
3816,PDEA's Seth Govind Raghunath Sable College of Pharmacy,College,Mumbai,"Sgrs College Of Pharmacy, Swarna Nagari, Saswad, Maharashtra 412301",,,"18.3533753,74.0234514"
3817,Safety Rise Institute of Fire and Safety Management,College,Thane,"306, Oracle Business Hub, Rd Number 16, Brodma, Ambica Nagar, Wagle Industrial Estate, Thane West, Thane, Maharashtra 400604",,,"19.1977804,72.9534755"
3818,"Government Polytechnic College, Awasari",College,,"Government polytechnic college, Awasari Khurd, Maharashtra 412405",,,"18.9855727,73.9594905"
3819,Sitabai Thite College of Pharmacy,College, +2 ,,,,
3820,Dnyansagar Institute of Management and Research- DIMR,College,Pune,"SKP Campus, Baner - Balewadi Rd, Laxman Nagar, Baner, Pune, Maharashtra 411045",,,"18.572457,73.7708491"
3821,Lords Universal College,College,Pune,,,,
3822,"Institute of Hotel Management and Catering Technology, Bharati Vidyapeeth",College,Pune,"Pune Satara Road, Katraj, Dhankawadi, Pune, Maharashtra 411043",,,"18.460976,73.8501061"
3823,MAEERs Physiotherapy College,College,Govt,"Near, MIMER Medical College Campus, Talegaon Station Rd, Talegaon Dabhade, Maharashtra 410507",,,"18.7355764,73.6734615"
3824,Bombay Hospital and Medical Research Centre,College,Mumbai,"Bombay Hospital, 12, Vitthaldas Thackersey Marg, near Liberty cinema, New Marine Lines, Marine Lines, Mumbai, Maharashtra 400020",,,"18.941034,72.8248612"
3825,Rayat Shikshan Sanstha's Karmaveer Bhaurao Patil College,College,Mumbai,"PKC Road, Sector 15-A, Juhu Nagar, Vashi, Navi Mumbai, Maharashtra 400703",,,"19.077023,72.9993307"
3826,Don Bosco College – Hospitality Studies,College,Pune,"W) Railway Station, Don Bosco Center for Learning Campus, D-Wing Premier Automobiles Road, Near Vidyavihar, Kurla, W, Maharashtra 400070",,,"19.0822075,72.8860131"
3827,Bharti Vidyapeeth's Institute of Pharmacy (Aided Wing),College,Pune,,,,
3828,INHS Asvini College of Nursing,College,Mumbai,"WR38+48H, Pilot Bandar Rd, Navy Nagar, Colaba, Mumbai, Maharashtra 400005",,,"18.9028175,72.8132777"
3829,"MET Institute of Information Technology, Bandra West",College,Mumbai,"Bhujbal Knowledge City, Reclamation, Bandra West, Mumbai, Maharashtra 400050",,,"19.051752,72.8266112"
3830,"Sarhad College of Arts, Commerce and Science",College,Pune,"Sr.No.79,80,81,76/4 (new), Near Rajaram Gas Agency, Pune-Kashmir Maitri Chowk, Katraj, Pune, Maharashtra 411046",,,"18.454792,73.8518133"
3831,Kamla Raheja Vidyanidhi Institute for Architecture and Environmental Studies,College,Mumbai,"Vidyanidhi Bhawan II, Vidyanidhi Marg, Gulmohar Road, MHADA Colony, J.V.P.D. Scheme, Mumbai, Maharashtra 400049",,,"19.1119637,72.8296569"
3832,Institute of Sports Science and Technology,College,Pune,,,,
3833,Karve Insititute of Social Service,College,Pune,"FRQ6+J4F, Hingane Home Colony, Karve Nagar, Pune, Maharashtra 411052",,,"18.4920051,73.8095534"
3834,S.P.Mandals Tilak College of Education,College,Pune,"Lokamanya Nagar, Sadashiv Peth, Pune, Maharashtra 411030",,,"18.5056588,73.8444455"
3835,"School of Optometry, Bharati Vidyapeeth",College,Pune,"FV54+H3G, Groud floor, Women's College of Engineering, Satara Road, Dhankawadi, Dhankawadi Rd, Bharati Vidyapeeth Campus, Dhankawadi, Pune, Maharashtra 411043",,,"18.458935,73.8526321"
3836,MET Institute of Mass Media,College,Mumbai,"Bhujbal Knowledge City, Reclamation, Bandra West, Mumbai, Maharashtra 400050",,,"19.0518865,72.8266004"
3837,Le Mark School of Art,College, +7 ,,,,
3838,"Sinhagad College of Arts,Science and Commerce",College,4.0,,,,
3839,"Institute of Environment Education and Research, Bharati Vidyapeeth",College,Pune,"Katraj - Dhankawadi Campus, Satara Rd, Dhankawadi, Pune, Maharashtra 411043",,,"18.4602552,73.8495435"
3840,"Vinayak Ganesh Vaze College of Arts, Science and Commerce",College,Mumbai,"5X74+6VW, Mithaghar Rd, Jaihind Colony, Tata Colony, Mulund East, Mumbai, Maharashtra 400081",,,"19.1631136,72.9546362"
3841,Ice College of Hotel Management and Catering Technology,College,Mumbai,,,,
3842,The Institute of Science,College,Mumbai,"15, Madame Cama Rd, Mantralaya, Fort, Mumbai, Maharashtra 400032",,,"18.9260716,72.8276905"
3843,Academy of Higher Education,College,Mumbai,"No. 1, MG Cross Rd Number 4, Amrut Nagar, Sai Nagar, Kandivali West, Mumbai, Maharashtra 400067",,,"19.2062662,72.8409892"
3844,"School of Audiology and Speech Language Pathology, Bharati Vidyapeeth",College,Pune,"BHARATI VIDYAPEETH DEEMED UNIVERSITY-DHANKAWADI, Campus, Bharati Vidyapeeth Campus, Katraj, Pune, Maharashtra 411043",,,"18.4587955,73.8543158"
3845,BYL Nair Charitable Hospital,College,Mumbai,"Topiwala National Medical College, RTO Colony, Mumbai Central, Mumbai, Maharashtra 400008",,,"18.9730203,72.8192594"
3846,K. C. College of Management Studies (KCCMS Colaba),College,Mumbai,"R NO 7, 1st Floor, Churchgate Apollo Bandar, Opposite Sun City Apollo Hotel, Colaba, Mumbai, Maharashtra 400020",,,"18.9235298,72.8290544"
3847,Brihan Maharashtra College of Commerce,College,Pune,"845, Shivajinagar, Pune, Maharashtra 411004",,,"18.5214097,73.832564"
3848,"Balaji College of Arts, Commerce and Science",College,Pune,"Survey No. 3, Dange Chowk, 1 to 4, Aundh - Ravet BRTS Rd, Tathawade, Pune, Maharashtra 411033",,,"18.6271412,73.7537618"
3849,Sinhgad College of Arts and Commerce,College,Mumbai,,,,
3850,Raffles Design International,College,Mumbai,"Refractory House, Unit, No 1 D, Global 1, Lal Bahadur Shastri Marg, Kurla West, Mumbai, Maharashtra 400070",,,"19.0841067,72.8817691"
3851,Nilaya ICats Institute of Commerce,College,Pune,"Laxmikripa, 795, Barister Gadgil Rd, Near Shanipar Bus Stand (1), Sadashiv Peth, Pune, Maharashtra 411030",,,"18.5130391,73.8489277"
3852,"Law College, Mumbai",College,Mumbai,,,,
3853,Trinity Polytechnic,College,Pune,"Trinity Jr College, Saswad - Bopdev - Pune Rd, Maharashtra 411048",,,"18.4207139,73.9020997"
3854,Dr. D.Y. Patil Educational Academy's Dr. D.Y. Patil College of Engineering,College,5.0,,,,
3855,Ramanand Arya D.A.V. College,College,Mumbai,"Hdfc Bank Atm, Bhandup Station Rd, C.G.S. Colony, Bhandup East, Mumbai, Maharashtra 400042",,,"19.138718,72.9330081"
3856,"IES College of Architecture, Mumbai",College,Mumbai,"IES College of Architecture, Opp. Lilavati Hospital, near, Reclamation, ONGC Colony, Bandra West, Mumbai, Maharashtra 400050",,,"19.049994,72.8273691"
3857,V.K. Krishna Menon College of Commerce and Economics and Sharad Shankar Dighe College of Science,College,Mumbai,"4WVQ+CVC, Opposite Bhandup Railway Station (East, C.G.S. Colony, Bhandup East, Mumbai, Maharashtra 400042",,,"19.1435585,72.9370763"
