Name,Sector,City,Address,Phone,Email,Lat-Long
Sree Narayana Central School,School,Kerala, Mavelikara; Thekkekara Mavelikara; 690101,,"Sncs.kply@yahoo.com,principal@sngcs.org,snvmkodaly@gmail.com,sngcs@hotmail.com,sncentralschoolply@gmail.com,u003eSncs.kply@yahoo.com,sncskylm@hotmail.com,info@snvmcentralschool.com,sncsmk@gmail.com,sncsnedungolam@gmail.com,",9.2228965; 76.5640121
Vidyadhiraja Vidyapeetom Central School,School,Kerala, Mavelikara; Old Mavelikkara Mavelikara; 690101,,"principalvidyadhiraja@gmail.com,info@vidyadhiraja.in,vrvpmvk@yahoo.in,",9.2360648; 76.5318615
St. Joseph Public School,School,Kerala, Cherthala; P.O. Cherthala Cherthala; 688524,,"x3eoffice@dunlaoghairens.ie,ppublicschool@gmail.com,stjosephsanandapuram@yahoo.com,stjosephpublicschool2018@gmail.com,stjosephems@yahoo.com,st.josephpublicschool@gmail.com,u003est.josephpublicschool@gmail.com,stjosephnkl@gmail.com,stjosephspollethai@gmail.com,",9.725379; 76.318166
K E Carmel Central School,School,Kerala, Muhamma; Muhamma; 688525,,"school@schoolmykids.com,kemuhamma@gmail.com,shinyjoseera@gmail.com,",9.6036502; 76.3543343
St John's Hss Nursery And Primary School,School,Kerala,Near Indian Overseas Mavelikara; Thattarambalam Mavelikara; 690101,,"stjohnsmodelhss@gmail.com,mail@stjohnsschoolkerala.com,stjohnskerala2011@gmail.com,",9.2445042; 76.5202787
Jyothi Nikhethan School,School,Kerala,Between Paravoor and Punnapara Punnapra; Punnapara Punnapra; 688004,,"kallupura@gmail.com,35052alappuzha@gmail.com,kallupura@hotmail.com,",9.4425693; 76.3381516
Bishop Moore Vidyapith,School,Kerala,CMS Junction Kalavanacodam Cherthala Kalavankodam; Kalavankodam; 688524,,"bmvidyapithcherthala@gmail.com,school@bishopmoorekayamkulam.com,johnbose.mglth@gamil.com,bmvidyapith@gmail.com,bishopmoorevidyapith@gmail.com,emailbmvidyapithcherthala@gmail.com,",9.7108621; 76.3173585
Mathews Mar Athanasius Residential School,School,Kerala, Angadical South; Chengannur Angadical South; 689122,,"mmarcentralschool@gmail.com,preprimaryschoolsindia@gmail.com,",9.3002503; 76.6266561
The International School Thrissur,School,Kerala,Near Mannuthy Chirakkakkode; Chirakkakkode; 680654,9054653846.0,"admissions@tist.school,info@tist.school,",10.562672222222; 76.294583333333
Manappuram Geetha Ravy Public School (Mageet),School,Kerala,Near Kurisupalli Valapad; West Of NH66 Valapad; 680567,7947357192.0,"career@manappurampublicschool.com,mageet@manappuramfoundation.org,",10.39898325; 76.112516916667
Alsalama School Of Safety Studies,School,Kerala,Opposite to BLM Church Alur; Pottakal Complex Alur; 680683,,"n@gmail.com,u003einfo@alsalamasafetystudies.com,manager.alsalamakdr@gmail.com,thrissur@alsalamacollege.com,admission@alsalamacollege.com,info@alsalamasafetystudies.com,",10.340829; 76.289641
Lemer Public School,School,Kerala, Nattika; Thriprayar Nattika; 680566,,"lemerschool@gmail.com,lksopanam@gmail.com,",10.4121601; 76.0999122
Mukundapuram Public School,School,Kerala, Nadavaramba; Nadavaramba; 680661,,"promps@manappuramschools.com,u003epromps@manappuramschools.com,contact@mukundapuram.com,",10.3171359; 76.2239814
Devamatha CMI Public School,School,Kerala, Thrissur City; Thiruvambadi Po Thrissur City; 680020,,"office@devamatha.com,Office@devamatha.com,principal@devamatha.com,office@idevamatha.com,",10.5394292; 76.2127852
Ansar English School,School,Kerala, Kunnamkulam; Perumpilavu Kunnamkulam; 680503,,"info@ansar.in,principal@ansar.in,pradu1977@gmail.com,",10.699523; 76.090673
Vivekodayam Boys Higher Secondary School,School,Kerala, Ar Menon Road Thrissur HO; Ar Menon Road-Thrissur HO; 680001,,"vivekodayamboys@rediffmail.com,gmbhss@gmail.com,vivekodayamedu@rediffmail.com,principalghssrpm@gmail.com,",10.5286048; 76.2109867
Fr. Mathew Alakalam Public School,School,Kerala, Kodassery; Chalakudy Kodassery; 680721,,"maps.chalakudy@gmail.com,admin@maps.chalakudy.com,",10.3479083; 76.364111
Hari Sri Vidya Nidhi School,School,Kerala,Near Sree Rama Krishan Ashram Punkunnu; Krishan Ashram Lane Punkunnu; 680002,,"nharisrividyanidhischool@yahoo.com,mail@harisrividyanidhi.com,harisrividyanidhischool@yahoo.com,",10.5348368; 76.1987539
Nirmala Matha Central School,School,Kerala,Near Kizhakkumpattukara Thrissur East; East Fort Thrissur East; 680005,,"nmcst2000@gmail.com,",10.5222343; 76.2284442
The High Range School,School,Kerala, Mattupetty; Mattupetty Post Mattupetty; 685612,,"75027@cbseshiksha.in,hrs.munnar@tataconsumer.com,hrs.munnar@tatatea.co.in,",10.1005711; 77.1126478
L F Girls High School,School,Kerala,Near Tea Museum Munnar HO; Nullathanni Road Munnar HO; 685612,,"gupsmananthavady@gmail.com,gghssaluva@gmail.com,lsnghsotp@rediffmail.com,brcned@gmail.com,ghstholpetty@gmail.com,",10.0930109; 77.0505492
Government Model Residential School,School,Kerala,nan; nan; 685612,,"support-eproc@nic.in,keralatribes@gmail.com,ayyankalieeschool@gmail.com,principalhsskmbr@gmail.com,glpschekady@gmail.com,sammrshss@gmail.com,gmrskannur@gmail.com,",10.0895228; 77.07937
Lions English Medium School,School,Kerala,Opposite Hotel Hill View; nan; 685612,,"val_lcsct@rediffmail.com,lionschool@live.com,info@palghatlionsschool.com,",10.0697183; 77.0599438
Government Higher Secondary School Vaguvarrai,School,Kerala,nan; Kannan Devan Hills; 685612,,"ict.dge@kerala.gov.in,elapparaphss@gmail.com,min.edu@kerala.gov.in,fohse.dge@kerala.gov.in,director.dge@kerala.gov.in,29010ghs@gmail.com,ghss6060@gmail.com,gmrskalpetta@gmail.com,x3edirector.dge@kerala.gov.in,x3escertkerala@gmail.com,x3econtact@kite.kerala.gov.in,secy.gedu@kerala.gov.in,gmail.com_elapparaphss@gmail.com,x3esecy.gedu@kerala.gov.in,principal6059@gmail.com,contact@kite.kerala.gov.in,u003eprincipal6059@gmail.com,scertkerala@gmail.com,",10.1687732; 77.1017772
Time Kids,School,Kerala,Near KPRP HSS Kongad Post Kongad; 12/4 Shaila Nivas Kongad; 678631,,"tochschoolvyttila@gmail.com,contact@ksvp.org,tkkln@timekidspreschools.com,info@timekidspreschools.com,thannissery@timekidspreschools.com,",10.8581716; 76.5189844
Mount Seena Public School,School,Kerala, Nagaripuram; 14 Mile Nagaripuram; 678642,,"mail@mountseena.com,publicschool@mountseena.com,",10.7785264; 76.4620006
Mes International School,School,Kerala,Near Government Hospital Pattambi; Pattambi; 679303,,"mespattambi@gmail.com,pgt.mespts@gmail.com,messchool@mespattambi.org,ashabyju1967@gmail.com,",10.8034705; 76.1765791
Carmel Cmi School,School,Kerala,Near State Bank Of India Shornur; Main Road Shornur; 679121,,"carmelpsvazhakulam@gmail.com,secretarycarmel@gmail.com,mail@cmicarmel.org,sacredheartcmi@gmail.com,carmelcmischool@yahoo.co.in,Uscarmelpsvazhakulam@gmail.com,office@carmelcmischool.in,",10.7765835; 76.2900935
Government Moyan Model Girls Higher Secondary School,School,Kerala, Tharekkad; Vinayaka Colony Tharekkad; 678001,,"sdahsotp4@gmail.com,gmmghsspkd@yahoo.in,",10.7796383; 76.6549909
Kanikkamatha Convent English Medium Higher Secondary School,School,Kerala, Pallipuram; College Junction Pallipuram; 679305,,"info@kanikkamatha.in,kanikkamatha@yahoo.co.in,u003einfo@kanikkamatha.in,",10.771117; 76.634005
Shalom Residential Public School,School,Kerala, Chittur Pg; Chittur Chittur Pg; 678101,,"mail@shalomschool.co.in,shalomschoolchittur@gmail.com,mail@shalomschool.co,anitamenon2015@gmail.com,",10.7051614; 76.7530707
B E M Higher Secondary School,School,Kerala, Sultanpet; English Church Road Sultanpet; 678001,,"thomsthekkini@gmail.com,principalbem@gmail.com,XXXX@XXXXXX.XXX,14100bemhss@gmail.com,bindiyab21@gmail.com,",10.768482; 76.6514074
Palghat Lions Senior Secondary School,School,Kerala, Koppam; Koppam; 679307,,"lionschool@live.com,info@palghatlionsschool.com,",10.776971; 76.660222
Bss Gurukulam Higher Secondary School,School,Kerala, Alathur Palakkad; Alathur Palakkad; 678541,,"bssgurukulam.12@gmail.com,",10.6483475; 76.5564478
Kendriya Vidhyalaya,School,Kerala,Ottapalam Palappuram; Palappuram; 679103,,"kv1navalbasekochi@gmail.com,kvernakulam@yahoo.com,ppl.kollam@kvs.gov.in,kv2principalksd@rediffmail.com,",10.7561802; 76.4034071
Kids Palace Pre School,School,Kerala,Near Our Tuition Center Kunnamangalam; Kunnamangalam Kunnamangalam; 673571,7411575974.0,"info@kidspalace.ca,info@kindersteps.in,info@kidzpalaceuk.com,",11.3067655556; 75.8784561111
Kidz World Pre School,School,Kerala,Opposite Presentation High School Chevayur; Medical College Road Chevayur; 673017,,"info@kidstownpreschool.in,bambinokowdiar@gmail.com,info@bambinokidz.com,info@hellosamkids.com,calicutkidzee@gmail.com,bizklinfo@gmail.com,",11.2666545; 75.8248914
The White School International,School,Kerala,Near Hilite City Hilite Knowledge Village Perumanna; Parammal Perumanna; 673019,,"admissions@twsinternational.in,info@thewhiteschool.in,info@twsinternational.in,",11.247893; 75.89395
St. Joseph's Boys Higher Secondary School,School,Kerala, Vellayil; Zilla Housing Colony Vellayil; 673011,,"principal@stjosephsboysschool.org,sjboyshss@gmail.com,Principal@stjosephsboysschool.org,",11.2578637; 75.7747345
Mmvhs School,School,Kerala,Opposite Shaduli Palli Masjid Parappil Parappil; Francis Rd Parappil; 673001,,"min.edu@kerala.gov.in,jd2hse.dge@kerala.gov.in,jd1hse.dge@kerala.gov.in,contact@ksvp.org,secy.gedu@kerala.gov.in,aohse.dge@kerala.gov.in,",11.2389475; 75.7766587
Logic School Of Management,School,Kerala,Opposite Jayalakshmi Silks Mavoor Road; Arayidathupalam Mavoor Road; 673004,,"mlp@logiccpacma.com,logicmanagements@gmail.com,clt@logiccpacma.com,hr@logicschool.org,hxxxxxxh@logiceducation.org,cochin@logiccpacma.com,info@logiceducation.org,ratlincomputers@gmail.com,",11.245521; 75.7870062
c m makham school,School,Kerala, Narikkuny; Madavoor Narikkuny; 673585,,"carmelpsvazhakulam@gmail.com,min.edu@kerala.gov.in,secy.gedu@kerala.gov.in,principal@markazschool.com,",11.3474619; 75.8705363
Govt Vocational Higher Secondary School,School,Kerala,Near Police Station Skpark Nadakkavu East; Park Puthiyara Nadakkavu East; 673006,,"vhsths.sby@gmail.com,ict.dge@kerala.gov.in,vhseklm@gmail.com,fohse.dge@kerala.gov.in,kpmvocationalhss@gmail.com,rovhsechngr@yahoo.co.in,dirvhse@yahoo.com,tamilhsschalai@gmail.com,panangadvhss@gmail.com,principalghssrpm@gmail.com,",11.2705613; 75.7757634
Devagiri Cmi Public School,School,Kerala,Near Devagiri College Cherukulathoor; Devagiri road Cherukulathoor; 673008,,"u003edevagiricmipublicschool@yahoo.co.in,jkanjirathinkal@gmail.com,devagiricmipublicschool@yahoo.co.in,",11.262659; 75.835783
Rani Public School,School,Kerala, Vadakara Bazar; Chorode Phed Rd Vadakara Bazar; 673101,,"ranischool@yahoo.com,u003eranischool@yahoo.com,maryranischool@yahoo.co.in,ranischool@bsnl.in,",11.623209; 75.580405
St George English Medium School,School,Kerala, Nadakkavu; Bilathikulam Rd Nadakkavu; 673011,,"stgcbsemnr@rediffmail.com,stgeorgiya2015@gmail.com,mmquickerala@gmail.com,stgeorgeem@gmail.com,",11.2749361; 75.7754593
Presentation Higher Secondary School,School,Kerala,Near Medical College Chevayur; Medical College Road Chevayur; 673017,,"presenthss@gmail.com,presentationhssclt@gmail.com,",11.2687599; 75.8213865
Kendriya Vidyalaya School,School,Kerala, West Hill; West Hill; 673005,,"gupsmananthavady@gmail.com,principal_327@yahoo.co.in,drmpgt@srm.railnet.gov,ghstholpetty@gmail.com,pushpa5259@gmail.com,dcernakulamregion@gmail.com,kvmalappuram@yahoo.co.in,",11.2915641; 75.7786502
Government VHSS,School,Kerala, Atholi; Atholi; 673315,,"x3edirector.dge@kerala.gov.in,dirvhse@yahoo.com,x3escertkerala@gmail.com,x3econtact@kite.kerala.gov.in,ghsskltr@gmail.com,x3esecy.gedu@kerala.gov.in,hitcchorod9@gmail.com,",11.3898755; 75.7601311
Providence Girls Higher Secondary School,School,Kerala,Near Cet College Nadakkave Behind Vellayil Railway Station Nadakkavu; Gandhi Road Nadakkavu; 673011,,"providence_hss@yahoo.in,",11.2643492; 75.7757521
Nithyananda Bhavan English Medium School,School,Kerala,Near Toyota Service Centre Chirakkal; Highway Junction Chirakkal; 670011,9725292413.0,"balakrishnan_ariyambeth@yahoo.com,nithyananda12@dataone.in,nithyananda_bhavan@yahoo.in,",11.910118; 75.3616223
Ryan International Montessori School,School,Kerala,Vadakancherry Road Taliparamba; Street No. 3; 670562,,"info@ryanschool.ac.in,ris.cochin@ryangroup.org,preprimaryschoolsindia@gmail.com,",12.0135735; 75.3743015
St. Michael's Anglo Indian Higher Secondary School,School,Kerala, Burnacherry; Burnacherry; 670013,,"mcjithesh@gmail.com,schools@olympiadsuccess.com,",11.8654982; 75.3644513
St. Joseph's Higher Secondary School,School,Kerala,nan; Tellicherry Fort Road; 670103,,"hsschengal@gmail.com,x3eoffice@dunlaoghairens.ie,josephites14a@gmail.com,stjosephems@yahoo.com,principalhsskodanchery@yahoo.in,sjaighss@gmail.com,sjghss05066@yahoo.com,",11.7483836; 75.4855382
Kadambur Higher Secondary School,School,Kerala,Near Kadambur Post Office Kadambur Kannur; Road Kadambur Kannur; 670663,,"kadamburhss13064@gmail.com,",11.813651; 75.45555
Sreepuram English Medium School,School,Kerala, Pallikunnu; Nh 66 Pallikkunnu Pallikunnu; 670004,,"sreepuramschool@dataone.in,head@ke052cisce.org,",11.8901969; 75.3700626
Ursuline SR Secondary School,School,Kerala, Payyambalam; Payyambalam Road Payyambalam; 670001,,"ursknr@gmail.com,ursuline.prm@gmail.com,svpmalil@gmail.com,ursknr@dataone.in,",11.8670216; 75.3539709
Ursuline Senior Secondary School,School,Kerala,Near Lions Club Payyambalam Cannanore; Cannanore; 670001,,"ursknr@gmail.com,ursuline.prm@gmail.com,ursknr@dataone.in,8330816378ursknr@gmail.com,",11.8670216; 75.3539709
Bharatiya Vidya Bhavan,School,Kerala, Talap; Kanthra Talap; 670002,,"bvbwayanad@gmail.com,bhavansbalmandireroor@gmail.com,n@yahoo.co.in,erwarrier@gmail.com,bvbchevayur@yahoo.com,qybhavan@yahoo.co.in,bvmtcr@gmail.com,",11.8933213; 75.3821679
CHM Higher Secondary School,School,Kerala, Mattannur; Kannur Mattannur Road Mattannur; 670702,,"chmhsspkr@gmail.com,chmhss13143@gmail.com,ghss13034@gmail.com,school.mangalam43@gmail.com,",11.924703; 75.669798
Ramavilasam Higher Secondary School.,School,Kerala, Chokli; Chokli; 670672,,"rvvhssvalakom@yahhoo.com,schools@olympiadsuccess.com,rvhsvalakom@gmail.com,ramavilasam@gmail.com,",11.7222711; 75.5627858
Kavummannam Hs Junction,School,Kerala, Kalpetta; Thariode Vattoth Road Kalpetta; 673121,,"0402102@supplycomail.com,cru.kavummannam@kerala.gov.in,jishamolk4@gmail.com,kgb123@keralagbank.com,sjhsskallody12022@gmail.com,",11.6437887; 76.003131
Government Vocational Higher Secondary High School,School,Kerala, Mananthavady; Mananthavady; 670645,,"panangadvhss@gmail.com,vhseklm@gmail.com,dirvhse@yahoo.com,gmrskalpetta@gmail.com,rovhsechngr@yahoo.co.in,vhsths.sby@gmail.com,",11.7899591; 76.0022411
Skmj Higher Secondary School,School,Kerala,Nr Civil Station Kalpetta North; NH212 Kalpetta North; 673122,,"skmjhss12020@gmail.com,myschoolskmj@gmail.com,",11.6210001; 76.0869366
The Greenhills Public School,School,Kerala,Near State Bank Of Travancore; Moolankavu; 673576,,"greenhillsbathery@yahoo.co.in,georgegreenhills@yahoo.co.in,",11.672671; 76.289002
M G M Higher Secondary School,School,Kerala, Mananthavady; Ambukutty Mananthavady; 670645,,"mgmrps@mgmedugroup.com,mgmschoolraipur@gmail.com,preprimaryschoolsindia@gmail.com,",11.8200255; 76.007055
W.O.H.S.S,School,Kerala, Pinangode; Vengapally Pinangode; 673122,,"dpi@education.kerala.gov.in,min.edu@kerala.gov.in,vhseklm@gmail.com,wovhssmuttil@gmail.com,dirvhse@yahoo.com,jd2hse.dge@kerala.gov.in,idcthamarassery@gmail.com,secy.gedu@kerala.gov.in,jd1hse.dge@kerala.gov.in,aohse.dge@kerala.gov.in,rovhsechngr@yahoo.co.in,principalwohss@gmail.com,",11.626052; 76.017679
St Patricks School,School,Kerala, Mananthavady; - Mananthavady road Mananthavady; 670645,,"spapatrician@gmail.com,info@stpatricksmananthavady.com,stpatsmtdy@gmail.com,school@schoolmykids.com,spabeacon@gmail.com,",11.8122646; 76.0158173
Government Sarvajana Vocational Higher Secondary School,School,Kerala, Sulthan Bathery; Ooty Road Sulthan Bathery; 673592,,"vhseklm@gmail.com,dirvhse@yahoo.com,dhsesarvajana@gmail.com,gvghssvythiri01@gmail.com,rovhsechngr@yahoo.co.in,",11.6627019; 76.2685061
St Josephs English Medium High School,School,Kerala, Sulthan Bathery; Cheeral Road Sulthan Bathery; 673592,,"x3eoffice@dunlaoghairens.ie,sjfusco@ymail.com,sjghss05066@yahoo.com,sanjosevlkn@gmail.com,sjcemsp@gmail.com,stjosephems@yahoo.com,",11.6633229; 76.2710127
Bharatiya Vidya Bhavans Vidya Mandir,School,Kerala, Sulthan Bathery; Calicut Sulthan Bathery; 673592,,"bhavansbalmandireroor@gmail.com,principalbvm@yahoo.com,bharatiyavidyabhavancochin@yahoo.co.in,bvbchevayur@yahoo.com,bvm_elmk@yahoo.com,bvmtcr@gmail.com,",11.6660793; 76.2373214
St. Joseph's Convent School,School,Kerala, Kalpetta; State Highway Kalpetta; 673121,,"sjcskalpetta@rediffmail.com,u003esjcskalpetta@rediffmail.com,st_josephs_fbd@yahoo.co.in,sjcemsp@gmail.com,sjcskaletta@gmail.com,stjosephscghs-kanjoor@rediffmail.com,x3est_josephs_fbd@yahoo.co.in,jyothizita@gmail.com,secretaryvijayapuram@gmail.com,",11.6105504; 76.0794063
FR. G.K.M High School,School,Kerala, Mananthavady; Wayanad - Mananthavady; 670645,,"ammrghss@gmail.com,ghstholpetty@gmail.com,frgkmhsskaniyaram@gmail.com,gupsmananthavady@gmail.com,",11.807112; 75.997662
Jawahar Navodaya Vidyalaya,School,Kerala, Wayanad; Pookode Wayanad; 673576,,"u003ejnvernakulam86@gmail.com,jnvernakulam86@gmail.com,",11.5351137; 76.0196829
Vijaya Higher Secondary School,School,Kerala, Pulpally; Pulpally; 673579,,"XXXX@XXXXXX.XXX,holyfamilyhssktm2010@gmil.com,brcned@gmail.com,principalvijayamatha@gmail.com,vijayahsspulpally@gmail.com,",11.7909352; 76.1667323
Sacred Heart Higher Secondary School,School,Kerala, Mananthavady; Nalloornad Mananthavady; 670645,,"moothedathhss@gmail.com,dwrakashs@gmail.com,shghschool@gmail.com,nsacredheartpublicschool2@gmail.com,sacredheartpublicschool2@gmail.com,info@shpublicschool.org,u003eshghschool@gmail.com,sacredheartkottakkal@gmail.com,sacredhearthss1@gmail.com,",11.7596383; 76.0108306
Indo-American International School,School,Kerala, Vagamon; Kottayam Vagamon; 685503,,"lictemk@gmail.com,indoamericanschool@yahoo.co.in,",9.6788514; 76.8954009
St. Mary's Higher Secondary School,School,Kerala, Marykulam; Kuttikkanam Road Marykulam; 685507,,"pattomstmarys@gmail.com,smhsschampakulam@gmail.com,6076sghssk@gmail.com,u003estmaryshssirinjalakuda@yahoo.com,stmaryshssirinjalakuda@yahoo.com,stmarysalakode@yahoo.co.in,kallanodehss@gmail.com,06022smhss@gmail.com,st.maryskmkd@gmail.com,contactus@stmaryspattom.org,",9.6992065; 77.0396727
I.H.E.P. U.P. School,School,Kerala, Moolamattom; Vagamon Road Moolamattom; 685589,,"min.edu@kerala.gov.in,ict.dge@kerala.gov.in,jd2hse.dge@kerala.gov.in,contact@ksvp.org,secy.gedu@kerala.gov.in,jd1hse.dge@kerala.gov.in,aohse.dge@kerala.gov.in,information@peevees.com,amritavidyalayamhinjewadi@gmail.com,",9.7881076; 76.8520367
Grace Garden Public School,School,Kerala, Ayyappancoil; road Ayyappancoil; 685507,,"bcgracegardenschool@yahoo.com,annacheriyan@yahoo.com,principal@bcgracegarden.edu.in,u003eprincipal@bcgracegarden.edu.in,",9.7012215; 77.0402756
St Mary's U P School,School,Kerala, Marykulam; Road Marykulam; 685507,,"stmaryschvm@gmail.com,stmarysthuruthiply@gmail.com,smupsthariode@gmail.com,",9.6964592; 77.0401374
Marian Public School,School,Kerala, Marykulam; Iyyappan Kovil Marykulam; 685507,,"marianemschool@gmail.com,admin@marianschool.in,marianpublicschool@gmail.com,marian.school@yahoo.in,fr.shajibehanan@yahoo.co.in,nmarianpublicschool@gmail.com,",9.6960147; 77.0409222
Government U P School,School,Kerala, Elappara; Elappara; 685501,,"brcanthikad@gmail.com,id-sreeja101619@kerala.gov.in,jd2hse.dge@kerala.gov.in,gupstharuvana@gmail.com,jd1hse.dge@kerala.gov.in,aohse.dge@kerala.gov.in,",9.6339581; 76.9782517
Chavaragiri Cmi Special School,School,Kerala, Ayyappancoil; Kerala Ayyappancoil; 685507,,"chavaradarsan@yahoo.com,cmichavaragiri@gmail.com,chavaraamanakara@gmail.com,info@cps.ac.in,chavarahillsps@gmail.com,",9.697641; 77.023063
Zion Public School,School,Kerala, Kanchiyar; Kuttikkanam Road Kanchiyar; 685511,,"zionpublicschoolswaraj@gmail.com,frsibytmcbs2006@gmail.com,",9.7245705; 77.0496297
St. Mary's High School,School,Kerala, Arakulam; Pathipally Arakulam; 685591,,"stmaryshss@yahoo.co.in,pattomstmarys@gmail.com,smhsschampakulam@gmail.com,u003estmaryshssirinjalakuda@yahoo.com,smemps@gmail.com,stmaryshssirinjalakuda@yahoo.com,stmarysalakode@yahoo.co.in,",9.8084087; 76.8317682
Modal Residential School,School,Kerala, Idukki Colony; Painavu Po Idukki Colony; 685602,,"keralatribes@gmail.com,sammrshss@gmail.com,garvinwaters@gmail.com,information@peevees.com,ayyankalieeschool@gmail.com,",9.850617; 76.941729
S. H. English Medium Higher Secondary School,School,Kerala, Moolamattom; Idukki Moolamattom; 685589,,"shchanganassery@gmail.com,info@shpublicschool.org,",9.7949996; 76.8454046
St George Up School,School,Kerala,Moolamattom Arakulam; Sh 42 Arakulam; 685591,,"sjttimananthavady@gmail.com,aruvithurachurch@gmail.com,gkmhskaniyaram@gmail.com,suniaugustin1970@gmail.com,stgeorgepublicschool@gmail.com,stgcbsemnr@rediffmail.com,29028shghs@gmail.com,",9.7968012; 76.8462723
Government Tribal Higher Secondary School,School,Kerala, Kanchiyar; Kuttikkanam Road Kanchiyar; 685511,,"keralatribes@gmail.com,mountcarmelhsmamanna@gmail.com,gthsspoomala@gmail.com,gmrskalpetta@gmail.com,gvhssmadappally@gmail.com,govthssmavoor@gmail.com,ghsskty@gmail.com,",9.7237146; 77.0507401
S N English Medium School,School,Kerala,Kanchiyar Thoppipala Thoppipala; Kuttikkanam Road Thoppipala; 685511,,"cpravi@md3.vsnl.net.in,harisreelps@gmail.com,snvpschool@gmail.com,snemsckm@gmail.com,snpublic123@yahoo.co.in,u003esnemsckm@gmail.com,",9.737315; 77.0540744
Sree Narayan Central School,School,Kerala, Kovalam Beach; Kayamkulam Kovalam Beach; 695527,,"u003eSncs.kply@yahoo.com,sncentralschoolply@gmail.com,Sncs.kply@yahoo.com,sncskylm@hotmail.com,info@snvmcentralschool.com,sngcs@hotmail.com,sncsnedungolam@gmail.com,snvmkodaly@gmail.com,sncsmk@gmail.com,principal@sngcs.org,",8.40311; 76.978249
Lms Lps Muttakkad,School,Kerala,nan; Ks Road; 695527,,"XXXX@XXXXXX.XXX,glpsmuttacaud@gmail.com,kalolsavam@kite.kerala.gov.in,",8.4091479; 76.9818992
St Mary's Hs School Vizhinjam,School,Kerala," Vizhinajam; Thiruvananthapuram,Vizhinajam; 695521",,"pattomstmarys@gmail.com,stmaryshssvzm@gmail.com,johnyjoseph189@gmail.com,kallanodehss@gmail.com,st.maryskmkd@gmail.com,",8.3794618; 76.997387
